__row_id,input_title,input_platform,sales_channel_content_id,next_action
7835,용사 노릇이 지겨워서 마왕군에 들어갔더니 하루하루가 행복해서 인생 절반,무툰(소설 서비스),110602,paste_sales_channel_content_id
