work_cid,input_platform,next_action,source_contract_id,force_add_existing_platform,detail_view_url,addition_status,sales_channel_content_id,matched_platform_name,existing_platform_snapshot,selected_channel_id,settlement_source_contract_id,settlement_source_payment_setup_id,settlement_source_row_status,settlement_verification_status,settlement_verified_contract_id,settlement_verified_payment_setup_id,settlement_verified_channel_id,settlement_template_snapshot,detail_status,platform_match_status,addition_error
109843,무툰(소설 서비스),paste_sales_channel_content_id,86261,Y,https://kipm.kld.kr/ip/cntsd/cntslt/ctns-detail?parCtnsId=109843,added_existing_platform_settlement,488418,무툰(소설 서비스),카카오페이지(창작지원금):632829 | 카카오페이지(선투자):567746 | 네이버_연재(광고수익):180283 | 네이버_연재:110365 | 네이버_장르:804407 | 무툰(소설 서비스):488418 | 한아름(P000003716):568128 | 스낵북(알에스):631389 | 조아라(소설):591957 | 구글(소설):568127 | 교보문고(소설):907438 | 리디북스(소설):180284 | 원스토어(소설):488417 | 미스터블루(소설):180285,63,86261,1073835,contract_linked,settlement_template,86261,1073836,63,무툰(소설 서비스):pymtSetlSetmId=620371:schnId=63 | 무툰(소설 서비스):cntrId=86261:pymtSetlSetmId=1073836:schnId=63,loaded,found,
