row_id,work_cid,input_platform,next_action,title_note,source_contract_id,force_add_existing_platform,detail_view_url,addition_status,sales_channel_content_id,matched_platform_name,existing_platform_snapshot,settlement_source_contract_id,settlement_source_row_status,detail_status,platform_match_status,addition_error
3501,160166,원스토어(소설),paste_sales_channel_content_id,무유지,86041,Y,https://kipm.kld.kr/ip/cntsd/cntslt/ctns-detail?parCtnsId=160166,added_existing_platform_settlement,488201,원스토어(소설),한아름(P000003716):488009 | 교보문고(소설):163350 | 원스토어(소설):488201 | 미스터블루(소설):163351,86041,contract_linked,loaded,found,
3529,113774,리디북스(소설),paste_sales_channel_content_id,상처,86042,N,https://kipm.kld.kr/ip/cntsd/cntslt/ctns-detail?parCtnsId=113774,already_present,904703,리디북스(소설),네이버_연재:206887 | 교보문고(소설):904700 | 리디북스(소설):904703,,,loaded,found,
3537,113098,리디북스(소설),paste_sales_channel_content_id,무성격자,86043,N,https://kipm.kld.kr/ip/cntsd/cntslt/ctns-detail?parCtnsId=113098,already_present,113715,리디북스(소설),교보문고(소설):904701 | 리디북스(소설):113715,,,loaded,found,
3538,111932,리디북스(소설),paste_sales_channel_content_id,나비를잡는아버지,86046,N,https://kipm.kld.kr/ip/cntsd/cntslt/ctns-detail?parCtnsId=111932,already_present,112512,리디북스(소설),교보문고(소설):904702 | 리디북스(소설):112512,,,loaded,found,
