row_id,work_cid,input_platform,next_action,title_note,source_contract_id,force_add_existing_platform
3537,113098,리디북스(소설),add_platform_in_ips,무성격자,86043,Y
3538,111932,리디북스(소설),add_platform_in_ips,나비를잡는아버지,86046,Y
