row_id,work_cid,input_platform,next_action,title_note,source_contract_id,force_add_existing_platform,detail_view_url,addition_status,sales_channel_content_id,matched_platform_name,existing_platform_snapshot,settlement_source_contract_id,settlement_source_row_status,detail_status,platform_match_status,addition_error
3537,113098,리디북스(소설),paste_sales_channel_content_id,무성격자,86043,Y,https://kipm.kld.kr/ip/cntsd/cntslt/ctns-detail?parCtnsId=113098,added_existing_platform_settlement,113715,리디북스(소설),교보문고(소설):904701 | 리디북스(소설):113715,86043,contract_linked,loaded,found,
3538,111932,리디북스(소설),paste_sales_channel_content_id,나비를잡는아버지,86046,Y,https://kipm.kld.kr/ip/cntsd/cntslt/ctns-detail?parCtnsId=111932,added_existing_platform_settlement,112512,리디북스(소설),교보문고(소설):904702 | 리디북스(소설):112512,86046,contract_linked,loaded,found,
